0,19,26.2,0.0019560878243512973,500.0,-5.7
1,14,26.75,0.0019635728542914174,500.0,-5.75
2,43,26.3,0.0014546739853626082,4500.0,-5.9
3,23,26.2,0.0019294743845642047,4500.0,-5.766666666666667
4,11,26.5,0.0018930139720558883,4500.0,-5.550000000000001
5,137,26.5,0.001465818363273453,500.0,-6.066666666666666
6,30,26.5,0.0016892880904856955,4500.0,-6.033333333333334
7,67,26.5,0.001813248502994012,4500.0,-6.6
8,15,26.9,0.001825408599467731,500.0,-5.4
9,154,27.8,0.0011872634730538923,4500.0,-6.300000000000001
10,301,26.5,0.0018208990144710578,500.0,-6.366666666666667
11,55,26.5,0.0013281631736526945,4500.0,-6.266666666666667
12,11,26.75,0.0018112774451097804,500.0,-6.25
13,14,26.4,0.0017733033932135728,500.0,-6.199999999999999
14,260,26.5,0.00187312874251497,4500.0,-6.3
15,11,26.233333333333334,0.0019909555888223554,4500.0,-5.566666666666666
16,56,27.200000000000003,0.0012033379075182967,500.0,-5.866666666666667
17,82,26.5,0.002027070858283433,500.0,-5.966666666666666
18,1867,26.5,0.0008815571357285428,500.0,-5.5
19,289,26.5,0.0017975221224218229,500.0,-6.6000000000000005
20,331,26.5,0.001601811501996008,4500.0,-6.725
21,12,26.5,0.001998253493013972,4500.0,-5.5
22,3481,26.5,0.001056220891550233,500.0,-5.5
23,630,26.5,0.0012351124625748502,500.0,-5.8999999999999995
24,79,26.5,0.0019174151696606787,500.0,-6.433333333333334
25,26,26.25,0.0020494635728542914,4500.0,-5.833333333333333
26,2626,26.5,0.0016412175648702594,4500.0,-6.1
27,103,26.5,0.0011360612109115103,4500.0,-5.900000000000001
28,88,26.5,0.001956919494344644,4500.0,-6.466666666666666
29,71,26.2,0.0011827178975382568,500.0,-5.05
30,84,26.5,0.0019194943446440452,4500.0,-6.466666666666666
31,83,26.5,0.001954923486360612,4500.0,-6.5
32,1164,26.5,0.0015105857035928145,4500.0,-6.166666666666667
33,2472,26.5,0.0013207027195608783,4500.0,-6.2
34,124,26.5,0.0010254491017964071,4500.0,-6.133333333333333
35,3157,26.5,0.0016090319361277445,500.0,-5.7
36,73,26.5,0.0019807884231536925,500.0,-6.35
37,17,26.333333333333332,0.001970059880239521,4500.0,-5.900000000000001
38,15,26.4,0.0018969560878243513,500.0,-5.85
39,116,26.2,0.0015476546906187626,500.0,-5.866666666666667
40,75,26.5,0.0017102461743180308,500.0,-6.2
41,81,26.4,0.0014194943446440454,4500.0,-5.866666666666667
42,80,26.5,0.0018805721889554223,4500.0,-6.4
43,37,26.5,0.0016611776447105788,4500.0,-6.675
44,13,26.3,0.0018532102461743182,500.0,-5.6
45,14,26.3,0.0016805139720558883,4500.0,-5.6
46,80,26.5,0.0017797529940119761,500.0,-6.1000000000000005
47,10,26.8,0.0018290918163672654,4500.0,-5.2
48,41,26.5,0.001996132734530938,500.0,-6.55
49,1773,26.5,0.001875748502994012,4500.0,-6.4
50,2177,26.5,0.0015025543912175648,500.0,-6.050000000000001
51,72,26.5,0.0019273952095808383,4500.0,-5.95
52,55,26.9,0.0012628908848968728,4500.0,-6.166666666666667
53,1789,26.5,0.0012772879241516966,500.0,-6.1
54,21,26.85,0.0018947047155688623,500.0,-5.800000000000001
55,296,26.5,0.001647579258150366,4500.0,-6.266666666666667
56,110,26.5,0.0018087579840319363,4500.0,-6.266666666666667
57,1124,26.5,0.0014697018463073852,4500.0,-6.3
58,50,27.166666666666668,0.0014697575681969395,4500.0,-6.5
59,86,26.6,0.001859956004657352,4500.0,-6.5
60,21,27.0,0.0019924798735861606,4500.0,-5.666666666666667
61,18,26.5,0.0019389138389886895,500.0,-6.300000000000001
62,100,26.5,0.0018497090818363272,4500.0,-6.5
63,15,27.2,0.001873051771457086,500.0,-6.066666666666666
64,307,26.5,0.0013485990518962076,500.0,-5.25
65,106,26.5,0.0010423994510978044,4500.0,-5.3
66,11,27.1,0.001847670533932136,4500.0,-6.15
67,323,26.5,0.001463060628742515,4500.0,-6.449999999999999
68,124,26.5,0.0014319326347305387,500.0,-6.6000000000000005
69,21,26.833333333333332,0.001873951846307385,500.0,-5.833333333333333
70,134,26.5,0.001860590236194278,500.0,-6.599999999999999
71,326,26.5,0.0016741056498114884,500.0,-6.266666666666667
72,25,26.833333333333332,0.0019076378908848969,500.0,-5.8999999999999995
73,315,26.5,0.0018974866932801064,4500.0,-6.2
74,135,26.5,0.001857310878243513,4500.0,-6.599999999999999
75,82,26.5,0.001393285865768463,4500.0,-6.666666666666667
76,12,26.96666666666667,0.0019703804058549567,4500.0,-6.233333333333333
77,389,26.5,0.00132885129740519,4500.0,-6.066666666666666
78,388,26.5,0.0015336951097804391,4500.0,-6.1000000000000005
79,29,26.5,0.001992265469061876,4500.0,-6.699999999999999
80,46,26.5,0.0019813498003992016,500.0,-6.55
81,116,26.5,0.001844396457085828,4500.0,-6.6000000000000005
82,293,26.5,0.0015193112940785096,4500.0,-6.133333333333333
83,111,26.5,0.0018252287924151696,500.0,-6.766666666666667
84,282,26.5,0.0016548192781104456,500.0,-6.366666666666666
85,96,26.5,0.0009052389387890884,500.0,-6.633333333333334
86,19,27.0,0.0019334830339321357,500.0,-6.300000000000001
87,89,26.5,0.0013804131736526947,500.0,-6.666666666666667
88,12,25.7,0.0018801679141716569,500.0,-6.233333333333333
89,93,26.5,0.001842822729540918,500.0,-6.666666666666667
90,95,26.9,0.0018461780189620758,4500.0,-6.9
91,388,26.5,0.0018324189953426483,500.0,-6.566666666666666
92,52,26.5,0.001418818488023952,4500.0,-6.7
